yyyymmdd,pool_code,race_no,wind
20230128,15,9,不明
20230128,15,10,不明
20230128,15,11,不明
20230128,15,12,不明
20230225,1,1,不明
20230225,1,2,不明
20230225,1,3,不明
20230225,1,4,不明
20230225,1,5,不明
20230225,1,6,不明
20230225,1,7,不明
20230225,1,8,不明
20230225,1,9,不明
20230225,1,10,不明
20230225,1,11,不明
20230225,1,12,不明
20230226,9,5,不明
20230226,9,6,不明
20230226,9,7,不明
20230226,9,8,不明
20230226,9,9,不明
20230226,9,10,不明
20230226,9,11,不明
20230226,9,12,不明
20230228,3,6,不明
20230228,3,7,不明
20230228,3,8,不明
20230228,3,9,不明
20230228,3,10,不明
20230228,3,11,不明
20230228,3,12,不明
20230313,3,1,不明
20230313,3,2,不明
20230313,3,3,不明
20230313,3,4,不明
20230313,3,5,不明
20230313,3,6,不明
20230313,3,7,不明
20230313,3,8,不明
20230313,3,9,不明
20230313,3,10,不明
20230313,3,11,不明
20230313,3,12,不明
20230406,10,1,不明
20230406,10,2,不明
20230406,10,3,不明
20230406,10,4,不明
20230406,10,5,不明
20230406,10,6,不明
20230406,10,7,不明
20230406,10,8,不明
20230406,10,9,不明
20230406,10,10,不明
20230406,10,11,不明
20230406,10,12,不明
20230406,17,3,不明
20230406,17,4,不明
20230406,17,5,不明
20230406,17,6,不明
20230406,17,7,不明
20230406,17,8,不明
20230406,17,9,不明
20230406,17,10,不明
20230406,17,11,不明
20230406,17,12,不明
20230408,1,8,不明
20230408,1,9,不明
20230408,1,10,不明
20230408,1,11,不明
20230408,1,12,不明
20230421,9,12,不明
20230422,9,1,不明
20230422,9,2,不明
20230422,9,3,不明
20230422,9,4,不明
20230422,9,5,不明
20230422,9,6,不明
20230422,9,7,不明
20230422,9,8,不明
20230422,9,9,不明
20230422,9,10,不明
20230422,9,11,不明
20230422,9,12,不明
20230422,23,10,不明
20230422,23,11,不明
20230422,23,12,不明
20230502,3,7,不明
20230502,3,8,不明
20230502,3,9,不明
20230502,3,10,不明
20230502,3,11,不明
20230502,3,12,不明
20230508,9,1,不明
20230508,9,2,不明
20230508,9,3,不明
20230508,9,4,不明
20230508,9,5,不明
20230508,9,6,不明
20230508,9,7,不明
20230508,9,8,不明
20230508,9,9,不明
20230508,9,10,不明
20230508,9,11,不明
20230508,9,12,不明
20230508,11,6,不明
20230508,11,7,不明
20230508,11,8,不明
20230508,11,9,不明
20230508,11,10,不明
20230508,11,11,不明
20230508,11,12,不明
20230602,3,1,不明
20230602,3,2,不明
20230602,3,3,不明
20230602,3,4,不明
20230602,3,5,不明
20230602,3,6,不明
20230602,3,7,不明
20230602,3,8,不明
20230602,3,9,不明
20230602,3,10,不明
20230602,3,11,不明
20230602,3,12,不明
20230603,9,1,不明
20230603,9,2,不明
20230603,9,3,不明
20230603,9,4,不明
20230603,9,5,不明
20230603,9,6,不明
20230603,9,7,不明
20230603,9,8,不明
20230603,9,9,不明
20230603,9,10,不明
20230603,9,11,不明
20230603,9,12,不明
20230604,2,1,不明
20230604,2,2,不明
20230604,2,3,不明
20230604,2,4,不明
20230604,2,5,不明
20230604,2,6,不明
20230604,2,7,不明
20230604,2,8,不明
20230604,2,9,不明
20230604,2,10,不明
20230604,2,11,不明
20230604,2,12,不明
20230604,3,1,不明
20230604,3,2,不明
20230604,3,3,不明
20230604,3,4,不明
20230604,3,5,不明
20230604,3,6,不明
20230604,3,7,不明
20230604,3,8,不明
20230604,3,9,不明
20230604,3,10,不明
20230604,3,11,不明
20230604,3,12,不明
20230604,6,1,不明
20230604,6,2,不明
20230604,6,3,不明
20230604,6,4,不明
20230604,6,5,不明
20230604,6,6,不明
20230604,6,7,不明
20230604,6,8,不明
20230604,6,9,不明
20230604,6,10,不明
20230604,6,11,不明
20230604,6,12,不明
20230622,11,5,不明
20230622,11,6,不明
20230622,11,7,不明
20230622,11,8,不明
20230622,11,9,不明
20230622,11,10,不明
20230622,11,11,不明
20230622,11,12,不明
20230712,3,10,不明
20230712,3,11,不明
20230712,3,12,不明
20230716,1,12,不明
20230808,20,1,不明
20230808,20,2,不明
20230808,20,3,不明
20230808,20,4,不明
20230808,20,5,不明
20230808,20,6,不明
20230808,20,7,不明
20230808,20,8,不明
20230808,20,9,不明
20230808,20,10,不明
20230808,20,11,不明
20230808,20,12,不明
20230809,20,1,不明
20230809,20,2,不明
20230809,20,3,不明
20230809,20,4,不明
20230809,20,5,不明
20230809,20,6,不明
20230809,20,7,不明
20230809,20,8,不明
20230809,20,9,不明
20230809,20,10,不明
20230809,20,11,不明
20230809,20,12,不明
20230809,21,1,不明
20230809,21,2,不明
20230809,21,3,不明
20230809,21,4,不明
20230809,21,5,不明
20230809,21,6,不明
20230809,21,7,不明
20230809,21,8,不明
20230809,21,9,不明
20230809,21,10,不明
20230809,21,11,不明
20230809,21,12,不明
20230809,24,1,不明
20230809,24,2,不明
20230809,24,3,不明
20230809,24,4,不明
20230809,24,5,不明
20230809,24,6,不明
20230809,24,7,不明
20230809,24,8,不明
20230809,24,9,不明
20230809,24,10,不明
20230809,24,11,不明
20230809,24,12,不明
20230810,14,7,不明
20230810,14,8,不明
20230810,14,9,不明
20230810,14,10,不明
20230810,14,11,不明
20230810,14,12,不明
20230810,18,1,不明
20230810,18,2,不明
20230810,18,3,不明
20230810,18,4,不明
20230810,18,5,不明
20230810,18,6,不明
20230810,18,7,不明
20230810,18,8,不明
20230810,18,9,不明
20230810,18,10,不明
20230810,18,11,不明
20230810,18,12,不明
20230810,23,1,不明
20230810,23,2,不明
20230810,23,3,不明
20230810,23,4,不明
20230810,23,5,不明
20230810,23,6,不明
20230810,23,7,不明
20230810,23,8,不明
20230810,23,9,不明
20230810,23,10,不明
20230810,23,11,不明
20230810,23,12,不明
20230814,7,1,不明
20230814,7,2,不明
20230814,7,3,不明
20230814,7,4,不明
20230814,7,5,不明
20230814,7,6,不明
20230814,7,7,不明
20230814,7,8,不明
20230814,7,9,不明
20230814,7,10,不明
20230814,7,11,不明
20230814,7,12,不明
20230815,6,1,不明
20230815,6,2,不明
20230815,6,3,不明
20230815,6,4,不明
20230815,6,5,不明
20230815,6,6,不明
20230815,6,7,不明
20230815,6,8,不明
20230815,6,9,不明
20230815,6,10,不明
20230815,6,11,不明
20230815,6,12,不明
20230815,7,1,不明
20230815,7,2,不明
20230815,7,3,不明
20230815,7,4,不明
20230815,7,5,不明
20230815,7,6,不明
20230815,7,7,不明
20230815,7,8,不明
20230815,7,9,不明
20230815,7,10,不明
20230815,7,11,不明
20230815,7,12,不明
20230815,11,1,不明
20230815,11,2,不明
20230815,11,3,不明
20230815,11,4,不明
20230815,11,5,不明
20230815,11,6,不明
20230815,11,7,不明
20230815,11,8,不明
20230815,11,9,不明
20230815,11,10,不明
20230815,11,11,不明
20230815,11,12,不明
20230815,12,1,不明
20230815,12,2,不明
20230815,12,3,不明
20230815,12,4,不明
20230815,12,5,不明
20230815,12,6,不明
20230815,12,7,不明
20230815,12,8,不明
20230815,12,9,不明
20230815,12,10,不明
20230815,12,11,不明
20230815,12,12,不明
20230815,15,1,不明
20230815,15,2,不明
20230815,15,3,不明
20230815,15,4,不明
20230815,15,5,不明
20230815,15,6,不明
20230815,15,7,不明
20230815,15,8,不明
20230815,15,9,不明
20230815,15,10,不明
20230815,15,11,不明
20230815,15,12,不明
20230815,16,1,不明
20230815,16,2,不明
20230815,16,3,不明
20230815,16,4,不明
20230815,16,5,不明
20230815,16,6,不明
20230815,16,7,不明
20230815,16,8,不明
20230815,16,9,不明
20230815,16,10,不明
20230815,16,11,不明
20230815,16,12,不明
20230816,10,1,不明
20230816,10,2,不明
20230816,10,3,不明
20230816,10,4,不明
20230816,10,5,不明
20230816,10,6,不明
20230816,10,7,不明
20230816,10,8,不明
20230816,10,9,不明
20230816,10,10,不明
20230816,10,11,不明
20230816,10,12,不明
20230905,3,1,不明
20230905,3,2,不明
20230905,3,3,不明
20230905,3,4,不明
20230905,3,5,不明
20230905,3,6,不明
20230905,3,7,不明
20230905,3,8,不明
20230905,3,9,不明
20230905,3,10,不明
20230905,3,11,不明
20230905,3,12,不明
20230906,3,2,不明
20230906,3,3,不明
20230906,3,4,不明
20230906,3,5,不明
20230906,3,6,不明
20230906,3,7,不明
20230906,3,8,不明
20230906,3,9,不明
20230906,3,10,不明
20230906,3,11,不明
20230906,3,12,不明
20230909,3,1,不明
20230909,3,2,不明
20230909,3,3,不明
20230909,3,4,不明
20230909,3,5,不明
20230909,3,6,不明
20230909,3,7,不明
20230909,3,8,不明
20230909,3,9,不明
20230909,3,10,不明
20230909,3,11,不明
20230909,3,12,不明
20230911,6,12,不明
20230918,3,1,不明
20230918,3,2,不明
20230918,3,3,不明
20230918,3,4,不明
20230918,3,5,不明
20230918,3,6,不明
20230918,3,7,不明
20230918,3,8,不明
20230918,3,9,不明
20230918,3,10,不明
20230918,3,11,不明
20230918,3,12,不明
20230919,3,1,不明
20230919,3,2,不明
20230919,3,3,不明
20230919,3,4,不明
20230919,3,5,不明
20230919,3,6,不明
20230919,3,7,不明
20230919,3,8,不明
20230919,3,9,不明
20230919,3,10,不明
20230919,3,11,不明
20230919,3,12,不明
20230921,3,1,不明
20230921,3,2,不明
20230921,3,3,不明
20230921,3,4,不明
20230921,3,5,不明
20230921,3,6,不明
20230921,3,7,不明
20230921,3,8,不明
20230921,3,9,不明
20230921,3,10,不明
20230921,3,11,不明
20230921,3,12,不明
20231106,10,1,不明
20231106,10,2,不明
20231106,10,3,不明
20231106,10,4,不明
20231106,10,5,不明
20231106,10,6,不明
20231106,10,7,不明
20231106,10,8,不明
20231106,10,9,不明
20231106,10,10,不明
20231106,10,11,不明
20231106,10,12,不明
